Author Last,Author First,Title,Year Published,Genre,Read?,Number of Pages,BOTM,Aardvark,more than 1 copy?,tbr?,rating
Skloot,Rebecca,The Immortal Life of Henrietta Lacks,2010,non-fiction,n,381,,,,,
Sloan,Robin,Sourdough,2017,magical realism,y,259,y,,,,7
Smith,Kaylie,Phantsama,2024,fantasy,y,497,y,,,,4
Snowden,Edward,Permanent Record,2019,non-fiction,n,339,,,,,
Snyder,Lucy A.,"Sister, Maiden, Monster",2023,horror,y,264,,,,,8
Social Science History Association,,"Social Science History, Vol. 41, issue 4",2017,journal,n,200,,,,,
Social Science History Association,,Social Science History Volume 41 Number 3 Fall 2017,2017,journal,n,223,,,,,
Social Science History Association,,Social Science History Volume 42 Number 1 Spring 2018,2018,journal,n,160,,,,,
Social Science History Association,,"Social Science History, Vol. 42, issue 2",2018,journal,n,378,,,,,
Sontag,Susan,Illness as a Metaphor,1977,anthropology,n,87,,,,,
Sontag,Susan,Illness as Metaphor and AIDS and its Metaphors,1989,anthropology,n,183,,,y,,
Sontag,Susan,Illness as Metaphor and AIDS and its Metaphors,1989,anthropology,n,183,,,y,,
Soule,Charles,The Oracle Year,2018,,n,402,y,,,,
Spragins,Ellyn,What I Know Now: Letters to My Younger Self,2006,edited collection,n,183,,,,,
Stanton,Brandon,Humans of New York,2013,non-fiction,y,304,,,,,8
Stanton,Brandon,Humans of New York: Stories,2015,non-fiction,y,428,,,,,8
Stayman-London,Kate,One to Watch,2020,fiction,n,422,y,,,,
Steel,Mark,Vive la Revolution: A Stand-Up History of the French Revolution,2003,non-fiction,y,293,,,,,6
Steinbeck,John,The Grapes of Wrath,1939,fiction,dnf,712,,,,,
Steinbeck,John,Of Mice and Men,1937,fiction,y,107,,,,,8
Stepp,Laura Sessions,"Unhooked: How Young Women Pursue Sex, Delay Love, and Lose at Both",2007,non-fiction,y,288,,,y,,5
Stepp,Laura Sessions,"Unhooked: How Young Women Pursue Sex, Delay Love, and Lose at Both",2007,non-fiction,y,288,,,y,,5
Sterling,Erin,The Ex Hex,2021,fantasy,y,308,y,,,,7
Sterling,Michelle Min,Camp Zero,2023,science fiction,y,294,y,,,,5
Stevenson,Robert Louis,The Strange Case of Dr. Jekyll and Mr. Hyde,1886,horror,y,54,,,,,8
Stoker,Bram,Dracula,1897,horror,y,462,,,y,,
Stoker,Bram,Dracula,1897,horror,y,359,,,,,10
Stone,Linda,"Kinship and Gender, Fifth Edition",2014,anthropology,y,337,,,,,5
Strier,Karen B.,Primate Behavioral Ecology,2007,anthropology,y,452,,,,,5
Suskind,Ron,A Hope in the Unseen: An American Odyssey from the Inner City to the Ivy League,1998,non-fiction,n,373,,,,,
Swedlund,Alan C.,"Shadows in the Valley: A Cultural History of Illness, Death, and Loss in New England, 1840-1916",2010,history,n,245,,,,,
"Swedlund, Armelagos","Alan C., George J.",Disease in Populations in Transition: Anthropological and Epidemiological Perspectives,1990,anthropology,n,386,,,,,
"Swedlund, Armelagos","Alan C., George J.",Demographic Anthropology,1976,anthropology,y,69,,,,,5
Sykes,Rebecca Wragg,"Kindred: Neanderthal Life, Love, Death, and Art",2020,anthropology,n,400,,,,,
Tait,R.H.,Newfoundland,1939,non-fiction,y,259,,,,,5
Tartt,Donna,The Little Friend,2002,fiction,n,624,,,,,
Tartt,Donna,The Secret History,1992,fiction,y,559,,,,,10
Tartt,Donna,The Goldfinch,2013,fiction,y,771,,,,,10
Taub,Melinda,"The Scandalous Confessions of Lydia Bennet, Witch",2023,fantasy,n,385,,,,y,
Tchaikovsky,Adrian,House of Open Wounds,2023,fantasy,n,585,,,,y,
Terkeurst,Lysa,The Best Yes: Making Wise Decisions in the Midst of Endless Demands,2014,self help,n,257,,,,,
The Bathroom Readers' Institute,,"Strange History: Mysterious Artifacts, Macabre Legends, Boneheaded Blunders & Mindblowing Facts",2016,humor,n,416,,,,,
Thorne,Jennifer,Diavola,2024,horror,y,291,,y,,,8
"Timmermans, Tavory","Stefan, Iddo",Data Analysis in Qualitative Research: Theorizing with Abductive Analysis,2022,data science,dnf,195,,,,,
Tolkein,J.R.R.,The Lord of the Rings: The Two Towers,1954,fantasy,n,321,,,,,
Tolkein,J.R.R.,The Lord of the Rings: The Return of the King,1954,fantasy,n,406,,,,,
Tolkein,J.R.R.,The Lord of the Rings: The Fellowship of the Ring,1954,fantasy,n,458,,,,,
Tolkien,J.R.R.,"The Hobbit, or There and Back Again",1937,fantasy,dnf,330,,,,y,
Tolstoy,Leo,Anna Karenina,1878,fiction,n,963,,,,,
Toole,John Kennedy,A Confederacy of Dunces,1980,fiction,y,394,,,,,9
Törzs,Emma,Ink Blood Sister Scribe,2023,fantasy,y,407,y,,,,7
Towles,Amor,A Gentleman in Moscow,2016,historical fiction,y,463,y,,,,8
Troost,J. Maarten,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,2004,non-fiction,n,272,,,,,
Tuan,Yi-Fu,Space and Place: The Perspective of Experience,1977,geography,dnf,235,,,,,
Tuli,Nisha J.,Trial of the Sun Queen,2022,fantasy,y,388,,,,,9
Tuli,Nisha J.,Heart of Night and Fire,2023,fantasy,y,357,,,,,8
Tuli,Nisha J.,Rule of the Aurora King,2023,fantasy,y,488,,,,,9
Tuli,Nisha J.,Fate of the Sun King,2024,fantasy,y,541,,,,,6
Turkle,Sherry,Alone Together: Why We Expect More from Technology and Less from Each Other,2011,non-fiction,y,360,,,,,5
Tyson,Neil DeGrasse,Astrophysics for People in a Hurry,2017,physics,y,222,,,y,,6
Tyson,Neil DeGrasse,Astrophysics for People in a Hurry,2017,physics,y,222,,,y,,6
Verghese,Abraham,The Covenant of Water,2023,fiction,n,723,,,,y,
Villavicencio,Karla Cornejo,Catalina,2024,fiction,y,204,,y,,,7
Vo,Nghi,The City in Glass,2024,fantasy,n,215,,y,,y,
Voltaire,,Candide,1759,fiction,y,146,,,,,8
Wachter,Kenneth W.,Essential Demographic Methods,2014,demography,y,288,,,,,5
Walker,Karen Thompson,The Age of Miracles,2012,fantasy,y,272,,,,,7
Wallace,David Foster,The Pale King,2011,fiction,dnf,548,,,,,
Wallace,David Foster,Infinite Jest,1996,fiction,n,1079,,,,y,
Wallace,David Foster,The Broom of the System,1987,fiction,y,467,,,,,8
Walls,Jeannette,The Glass Castle,2005,memoir,y,288,,,,,7
Wang,ML,Blood Over Bright Haven,2023,fantasy,n,428,,,,y,
Wang,Weike,Chemistry,2017,fiction,y,211,y,,,,8
Ward,Jesmyn,"Sing, Unburied, Sing",2017,,dnf,289,,,,,
Waxman,Abbi,Other People's Houses,2018,fiction,dnf,330,y,,,,
Webster,Jean,Daddy-Long-Legs,1912,fiction,y,181,,,,,5
Weir,Andy,Artemis,2017,science fiction,n,305,y,,,y,
Weir,Andy,The Martian,2011,science fiction,y,387,,,,,9
Wellington,Joelle,Their Vicious Games,2023,fiction,y,407,,,,,5
Weston,Robert Paul,Zorgamazoo,2008,fiction,n,281,,,,,
Wheelan,Charles,Naked Statistics: Stripping the Dread from the Data,2013,statistics,y,282,,,,,5
Wheeler,Genevieve,Adelaide,2023,fiction,y,293,y,,,,10
White,Kiersten,Lucy Undying,2024,horror,n,451,,,,y,
White,Sophie,Where I End,2024,fantasy,n,233,,y,,y,
Wiesel,Elie,Night,1958,non-fiction,y,120,,,,,9
"Wiessinger, West, Smith, Pitman","Diane, Diana, Linda J., Teresa",Sweet Sleep: Nighttime and Naptime Strategies for the Breastfeeding Family,2014,reference,dnf,483,,,,,
Wilde,Oscar,The Picture of Dorian Gray,1890,fiction,y,248,,,,,10
"Wiley, Allen","Andrea S., John S.",Medical Anthropology: A Biocultural Approach,2017,anthropology,y,496,,,,,5
Wilkerson,Isabel,Caste: The Origins of Our Discontents,2020,non-fiction,n,476,y,,,,
Wilkinson,Richard G.,"Mind the Gap: Hierarchies, Health, and Human Evolution",2001,anthropology,n,74,,,,,
Wills,Christopher,"Yellow Fever, Black Goddess: The Co-evolution of People and Plagues",1996,science,n,324,,,,,
Wilson,Ara,"The Intimate Economies of Bangkok: Tomboys, Tycoons, and Avon Ladies in the Global City",2004,anthropology,y,272,,,,,5
Wiswell,John,Someone You Can Build A Nest In,2024,fantasy,n,310,,,,y,
Wolf,Eric R.,Europe and the People Without History,1982,anthropology,y,503,,,,,5
Wolitzer,Meg,The Interestings,2013,fiction,y,468,,,,,4
Woolf,Virginia,To the Lighthouse,1927,fiction,n,209,,,,,
"Wrangham, Peterson","Richard, Dale",Demonic Males: Apes and the Origins of Human Violence,1996,anthropology,n,350,,,,,
Wright,Robert,The Moral Animal: Why We Are the Way We Are: The New Science of Evolutionary Psychology,1994,anthropology,y,466,,,,,6
Yanagihara,Hanya,A Little Life,2015,fiction,y,816,,,,,9
Yarros,Rebecca,Fourth Wing,2023,fantasy,y,498,,,,,10
Yarros,Rebecca,Iron Flame,2023,fantasy,y,623,,,,,8
Yi,Esther,Y/N,2023,fiction,y,206,,,,,8
Yoon,Nicola,"Everything, Everything",2015,young adult fiction,y,310,,,,,7
Yoon,Nicola,The Sun is Also a Star,2016,young adult fiction,y,348,,,,,9
Yoon,Nicola,Instructions for Dancing,2021,fiction,y,285,y,,,,9
Yoshino,Kenji,Covering: The Hidden Assault on Our Civil Rights,2006,non-fiction,n,282,,,,,
"Young, Bjerregaard","T. Kue, Peter",Health Transitions in Arctic Populations,2008,edited volume,n,485,,,,,
Zauner,Michelle,Crying in H Mart,2021,memoir,y,242,y,,,,6
Zevin,Gabrielle,"Tomorrow, and Tomorrow, and Tomorrow",2022,fiction,y,460,y,,,,9
Ziegler,Philip,The Black Death,1969,non-fiction,n,245,,,,,
Zinn,Howard,A People's History of the United States,1980,non-fiction,n,729,,,,y,
Zubrick,James W.,The Organic Chem Lab Survival Manual: A Student's Guide to Lab Techniques,2011,reference,n,354,,,,,
Zuckerman,Molly K.,Modern Environments and Human Health: Revisiting the Second Epidemiological Transition,2014,anthropology,y,401,,,,,
"Zuckerman, Martin","Molly K., Debra L.",New Directions in Biocultural Anthropology,2016,anthropology,y,514,,,,,5
Zumas,Leni,Red Clocks,2018,fiction,y,351,y,,,,9
Zusak,Markus,The Book Thief,2005,historical fiction,y,552,,,,,10
